Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,TSMultiArmedBandit
58,11.745977905047143,11.545604671872173,19.928134995251515,23.39912701127431
59,11.989855316678454,11.680122727908886,20.20543888808059,23.759178265031824
60,12.05411772473639,11.759043597110333,20.453608909468468,24.099995560951687
61,12.284099830775641,11.829652197907908,20.643028237211407,24.4683749918493
62,12.447809943107416,11.875928540513183,20.940029257862502,24.756446878904494
63,12.65526206116424,11.96055980706998,21.19388895753163,25.1827694985273
64,12.81505369727744,12.053753908323563,21.4059884851945,25.53553830100804
65,12.911718079506787,12.2163398923393,21.754494830388403,25.96740271358029
66,13.151026550620534,12.313359160172526,22.084219473415416,26.357595587561
67,13.203495782087035,12.523038871072593,22.334191986851817,26.73866709382755
68,13.347390453987217,12.669417072569042,22.495136170030534,27.248759493667922
69,13.436696794155608,12.875052571517903,22.86104543541663,27.602092918141686
70,13.594282447251388,12.938695941479136,23.106312062260347,28.084497957936463
71,13.65370879925894,13.017649970124015,23.357279475118727,28.42865791040155
72,13.758882822307495,13.126772032881709,23.610286495672106,28.8615516416959
73,13.860451547866683,13.173083397678255,23.8938974249562,29.238074235594297
74,13.954823043272318,13.397865149033999,24.20557786858577,29.625496016212548
75,14.020433764084064,13.466464933717921,24.440323581676616,29.887526649328418
76,14.153359533807645,13.537898831567546,24.70695126800283,30.324287889287074
77,14.175115873741163,13.583432207358692,24.949145718108323,30.693700241054266
78,14.249252983452825,13.662453522459003,25.22866714238034,31.076137571778673
79,14.32421585136702,13.674531228163534,25.453363629211747,31.515712532023777
80,14.406324548122077,13.843710370541388,25.762308462544716,31.818774948414546
81,14.556584813831956,13.863679768990888,25.99590859824344,32.168815359033545
82,14.62293491127782,13.944804809547051,26.338517446113777,32.57462366267581
83,14.676449913547334,14.073387385114335,26.5802317840466,32.88511910476421
84,14.829453511824244,14.200125104802703,26.841971378932982,33.2897645872831
85,14.929813123846419,14.28233725419679,27.171110145280778,33.71520770797617
86,15.047046631880528,14.29441495990132,27.415732973982966,34.03369852649331
87,15.137036224800056,14.32853447454207,27.686992327819745,34.58997591249519
88,15.23462332553417,14.390829223048405,28.04406168261304,34.952387848634274
89,15.314711149506584,14.430474876232802,28.38851882625361,35.40213427264011
90,15.401161948250802,14.522167439248713,28.61983915678128,35.81863074723094
91,15.575592774282537,14.584462187755047,28.893229194382307,36.25879068505547
92,15.597349114216055,14.661155289070233,29.067287177308863,36.75582045190136
93,15.69847682405847,14.673232994774764,29.34501508027919,37.11312853666843
94,15.750946055524972,14.71069039956068,29.60557434314449,37.50543887011125
95,15.904647537437745,14.82571970447853,29.820937962900388,37.802318656529614
96,16.007353529361577,14.946547074538136,30.136438044656312,38.150413783943726
97,16.088352552233772,15.130813528708623,30.407654505834852,38.59057275106901
98,16.17991989275334,15.233318205847718,30.79325686127796,38.96819767725032
99,16.284309453986772,15.354527902700667,31.03559636973148,39.44804915145302
100,16.45644561286297,15.398923370524662,31.28570304006131,39.73517413806971
101,16.67488654808844,15.507230927140535,31.59579574631498,40.11447403149357
102,16.73800546870373,15.577093118423345,31.82838262548703,40.54375554198162
103,16.80909180618136,15.696799713166573,31.995986112772705,40.95049859609511
104,16.863566025456212,15.8903682308963,32.19470921441763,41.269483106518614
105,16.886560111812464,16.03893497425419,32.51549155351473,41.63483620513096
106,16.95192156883268,16.142575346845074,32.776798587841355,41.987763281965506
107,17.135281836094183,16.210486719400507,33.0750132846282,42.37933252165397
108,17.260771168796587,16.21259377785685,33.20365386490347,42.73464026975172
109,17.375669983734177,16.22932742728662,33.39811713833904,43.11489731671703
110,17.387998436531323,16.406717391719486,33.622288361721914,43.46839299337504
111,17.540540555683034,16.478042900961235,33.89924494014842,43.865373914137635
112,17.6185898717516,16.541691164232827,34.12295502286941,44.23496281442054
113,17.890043895306473,16.676868075620995,34.38806660372803,44.636238036025375
114,17.93111447291428,16.926719875577326,34.6690199820033,45.079811358807724
115,18.013575564182652,17.042443243909755,34.92952763203918,45.45637284508777
116,18.072692645862173,17.065671315878504,35.138385596471714,45.826694789831144
117,18.118397018395633,17.067778374334846,35.48326902399764,46.229618486521545
118,18.261429617020568,17.09443469316387,35.719449816869655,46.63877690686413
119,18.273758069817713,17.212140369622112,35.92420363266068,46.94695521012933
120,18.338467292393005,17.231883392074362,36.152170079218486,47.37728297327553
121,18.457226639700345,17.362528553638736,36.487948267896954,47.79194251479466
122,18.670432839578147,17.426164027882503,36.74938394976348,48.16354549367311
123,18.77988600255132,17.496280844472032,36.91786047324398,48.452770743833995
124,18.91656314239607,17.58166668150106,37.123094288505335,48.91044599038954
125,19.027919958156595,17.692071800634857,37.32702464228933,49.31528910402844
126,19.084528258873547,17.791664133174717,37.462495735689544,49.80139159015279
127,19.173364947370136,17.922054404106827,37.671449022146106,50.33172788234225
128,19.280109608186628,17.952652016051694,37.942336189690025,50.78047311149582
129,19.468941875040255,18.020304314211526,38.179709108001006,51.28895273283706
130,19.602490736879616,18.054423828852276,38.38882099455547,51.68890094217888
131,19.614819189676762,18.08786851020488,38.71694718969421,52.01126475437074
132,19.69785414665287,18.16896781957521,38.931042988104515,52.42099867047652
133,19.889710365251048,18.23141063116507,39.287083276058254,52.901839963028124
134,20.087119192023337,18.25275585076468,39.52848299067183,53.2261546220337
135,20.1490526393117,18.354196514562997,39.77581324312901,53.63445397420113
136,20.257165341301672,18.476162857073398,39.91166633863226,53.89872163896805
137,20.269493794098818,18.507556622972725,40.11956136213856,54.26055695652095
138,20.352601869781726,18.576608687203812,40.28725939389541,54.63076104024115
139,20.383979635011706,18.62949969475401,40.58332199029054,55.01836998732945
140,20.554198553506076,18.677453791243085,40.874613428717524,55.38464801788888
141,20.774620618363535,18.76436381132709,41.074730737345135,55.725820472314226
142,20.874003256480446,18.83080718247671,41.333491890178344,56.29974953778416
143,21.028966143012937,18.970634534100704,41.48644553342989,56.64008531625093
144,21.041294595810083,19.130782359982007,41.68076661220895,56.98029653437804
145,21.05362304860723,19.236746915689675,41.890612134030526,57.391161046933654
146,21.11664848541323,19.31340589520582,42.04353255809329,57.73369023502066
147,21.169409728133235,19.4413943395304,42.21899763732608,58.120347967761816
148,21.18173818093038,19.535890362184112,42.4912974306057,58.545183572079814
149,21.26461107999745,19.53799742064046,42.68780691372738,58.923719331556796
150,21.52401396833004,19.5401044790968,42.93746242372388,59.362975821913416
151,21.57719364586894,19.59333218639629,43.06615103962833,59.664977397452375
152,21.70878598506938,19.595439244852635,43.37008765720823,60.03675320078763
153,21.781353759319607,19.673058676142144,43.6464418394039,60.50431017712988
154,21.960253936666128,19.675165734598487,43.83679118971114,60.93032266567745
155,22.115178314553493,19.78211756072356,44.07806616488466,61.27429638930008
156,22.181303372075877,19.923416557382094,44.27203851811053,61.62700693213967
157,22.359755127116934,19.961330920891584,44.585841465813665,62.01548170973839
158,22.45943635621317,20.06572559662778,44.68787988694614,62.39685139750857
159,22.536665627336973,20.10523210155705,44.9228427857705,62.92772968003021
160,22.54899408013412,20.183471070880746,45.16519564166926,63.32234929826514
161,22.718185574860804,20.23627511334594,45.469814142331884,63.65570803447164
162,22.76592734056403,20.238382171802282,45.644949231635835,64.00857551049513
163,22.901121684623487,20.350367619626873,45.827991985828376,64.4685741278381
164,23.089453828495998,20.352474678083215,46.11185378579578,64.82778973147211
165,23.129165197934423,20.52098788196533,46.36365363733074,65.24692930056307
166,23.32652471020632,20.606880582832126,46.710900611485165,65.71662818928755
167,23.433589135873614,20.67457255572726,46.90378054606922,66.17137837266336
168,23.577397598687433,20.739207372431835,46.98232894042088,66.53873148224139
169,23.751760156416864,20.829093121144872,47.19441326810572,66.89388619884184
170,23.793017731697795,20.881702012300398,47.44096426988979,67.25046919688091
171,23.858379188718015,20.924829390099518,47.6232165792807,67.59800364066966
172,23.941019966503056,20.985589668911025,47.908686801128894,68.0677288547985
173,24.030057872778823,21.166839740710433,48.05434414575632,68.39128548163686
174,24.04238632557597,21.21935392951595,48.328399059573734,68.90693449370626
175,24.077674790920515,21.26565558407307,48.461234845875516,69.24100007861595
176,24.15214512291046,21.33657561451301,48.750784287955696,69.62914039382612
177,24.269254755035973,21.364062372050736,48.982934140857594,70.06150213329097
178,24.359919693888187,21.366169430507078,49.21694524376926,70.52760209077636
179,24.569242617321358,21.541104192471593,49.46726309789395,70.94297211151425
180,24.635885091439228,21.591293999071436,49.74934404971266,71.36956147663733
181,24.648213544236373,21.722697953178475,49.9388335063516,71.69063749174897
182,24.701596972724463,21.76645498471914,50.15713507057711,72.04422485230825
183,24.823365331083785,21.811679598108892,50.29042703374218,72.49103315229713
184,24.922463443978202,22.021669072911017,50.59430619636654,72.87187884360009
185,24.934791896775348,22.055113754263623,50.70808448335968,73.2397637230567
186,25.027682749909097,22.19574243199049,50.83826302335368,73.48913688969301
187,25.08679983158862,22.30575766602832,51.00581889213434,73.84804516768732
188,25.229514415537917,22.373585587756082,51.298184682858846,74.21838887942121
189,25.241842868335063,22.422874301525287,51.47965279174444,74.68251365930354
190,25.354805323159173,22.55112529847896,51.68627578892002,75.03949768744691
191,25.437217860162086,22.69776146214094,51.9401916652717,75.56248789841584
192,25.521256027094914,22.76332115712239,52.10936645808319,75.96490984697236
193,25.640057969640402,22.827468734871935,52.37573343214444,76.22078937884078
194,25.693193352614486,22.893025928136375,52.625947268187176,76.6096118713344
195,25.789165787019652,22.89513298659272,52.71658606893021,76.95651610058096
196,25.84302368470627,22.938180504642197,52.99688122851198,77.35433296012226
197,25.929063503101315,22.97524660290116,53.09328788634944,77.80846630944316
198,25.958262586350617,23.036755814148588,53.25163620896967,78.27770517733464
199,26.00017893993599,23.03886287260493,53.53818236815344,78.67595025115149
200,26.195442078595836,23.15393289210689,53.76002908493822,79.14959501745024
201,26.220321572254505,23.196846880740175,53.95787532387162,79.52189860892022
202,26.44108169310673,23.386816032294814,54.206078069743896,79.86960245411316
203,26.453410145903877,23.426972894637935,54.4887639527581,80.28980704150874
204,26.62492174609246,23.446729585386343,54.59259314625291,80.63330257538185
205,26.710084211944057,23.44883664384269,54.76986871882544,81.08175684916237
206,26.957597680020363,23.46958744948592,54.92969557437012,81.450325476105
207,27.04491877178871,23.529328421141464,55.128685180826,81.8929219637858
208,27.08624716822974,23.563764788339288,55.23353841953572,82.27674528168262
209,27.098575621026885,23.67871083544997,55.41108303130587,82.67274224198624
210,27.16967234873214,23.68851574209417,55.588030404118136,83.10860463098078
211,27.309151692567365,23.698514493295484,55.64238385648103,83.39522764201175
212,27.413960058547865,23.77929393391978,55.871636309035125,83.84596245561268
213,27.472446413294325,23.83828598751528,56.090503795297664,84.26988345179214
214,27.494323488850046,23.90609272653869,56.19442218051248,84.71087606893525
215,27.547721373139588,23.980278449553065,56.47025253905527,85.08829430134577
216,27.645166743582344,23.994869839475435,56.68161168471967,85.61147231011859
217,27.851453361476047,23.99697689793178,56.923876112388044,86.00833181238616
218,27.902025562391525,24.219527548047637,57.18029354480494,86.36496215765092
219,27.948493735561375,24.22163460650398,57.3411345567996,86.83288092975017
220,27.96082218835852,24.231633357705295,57.541582094281196,87.26255512866835
221,28.04423130947722,24.24522366327206,57.784824040212264,87.59928747669758
222,28.16620129420744,24.381741597994058,58.01127293089762,87.86497724523795
223,28.23330942189792,24.445079039214175,58.17986902683218,88.29724494991314
224,28.290702748922094,24.498306746513666,58.30460479372821,88.76076128091913
225,28.36999713502748,24.530275010919148,58.45026248450912,89.13434247698214
226,28.413663210720888,24.641623168773968,58.64931301146294,89.50939718611232
227,28.514420758634163,24.730348393171866,58.772065084309496,89.86311365867388
228,28.56216252433739,24.801673902413615,58.978302324847164,90.14404836081648
229,28.620202162501574,24.966443754583313,59.195850997329345,90.5756248026289
230,28.63253061529872,24.991510825587053,59.46968803100723,90.90732451844103
231,28.70812539308622,25.122611523162284,59.6143186535052,91.30516307735823
232,28.720453845883366,25.232230597992817,59.86699041160948,91.63508697221775
233,28.739847478923004,25.234337656449163,60.04327017529782,92.03248552104704
234,28.803268152519433,25.281718659632336,60.26484909685913,92.60542221902264
235,28.82266178555907,25.28382571808868,60.50666484860587,93.0563826439014
236,28.834990238356216,25.344585996900186,60.70410355202891,93.44143373668311
237,28.95609517834678,25.50029311159152,60.84723629068484,93.84842528662952
238,28.968423631143924,25.58799756963842,61.10559473922435,94.27119326058286
239,29.020414900846276,25.61238004254897,61.36774672445324,94.51663935898651
240,29.110320462442058,25.74587261007658,61.56857381845983,94.97753550088633
241,29.180492355426935,25.766623415719817,61.696572397837016,95.28382764187306
242,29.19282080822408,25.768730474176163,61.85013242885915,95.61962475824961
243,29.2629563460789,25.816548717999545,62.11089396225002,95.9677617880267
244,29.344365388189534,25.85973851102517,62.287331973060226,96.3935909106054
245,29.465455726803405,25.979296762811437,62.41932916368755,96.81241739956272
246,29.518591109777493,26.222412707258012,62.59366238096344,97.27813839300325
247,29.562678224910634,26.260980868752846,62.75989677266913,97.6227564732154
248,29.806391574246742,26.302317434969705,62.88898233367597,97.95053664482248
249,29.86911744735965,26.318621728994724,63.11781622143261,98.29441871315551
250,29.94608071686137,26.32072878745107,63.35355109522575,98.74900229556894
251,30.024130032929936,26.421234486723687,63.52052114158995,99.07723910493276
252,30.171824613650994,26.48935453204034,63.71615856975031,99.3597190474857
253,30.230310968397454,26.794586609459316,63.91635337993422,99.83750894899589
254,30.28605362891283,26.947334459327976,64.09031917331745,100.18370442245336
255,30.32330093681947,26.949441517784322,64.33768623815992,100.56581741526793
256,30.46149571620731,26.962334899303084,64.53262052573811,100.9157252705576
257,30.66513332749735,27.011579575750993,64.56929694565716,101.25277929095584
258,30.82239483171994,27.131530814959337,64.76479292260198,101.69254086980455
259,31.008817831125164,27.133637873415683,64.95080579752751,102.11219924377448
260,31.07821288419958,27.205863940298286,65.18078415974608,102.58000267267064
261,31.09054133699673,27.308473950908553,65.34153110729468,102.98832268523279
262,31.166831824226524,27.3105810093649,65.52976460249668,103.40849028214032
263,31.21472300556663,27.504577665534605,65.75845783458803,103.75465765223859
264,31.267858388540713,27.50668472399095,65.94098313086894,104.21810141518202
265,31.302316750934104,27.6534232143635,66.18432522916183,104.59712086656468
266,31.417697187110285,27.726284855390297,66.32979753704332,104.88791911057089
267,31.430025639907434,27.799483592866068,66.49493184572484,105.3087593854719
268,31.536803165421095,27.801590651322414,66.61746405943032,105.92147088234235
269,31.640077602747493,27.80369770977876,66.75191662353564,106.42682828160548
270,31.826177740940086,27.805804768235106,66.87153122766465,106.86192424090325
271,31.886513494073597,27.823741846139665,67.02231680500512,107.38397402674332
272,31.898841946870743,27.913767200021546,67.17995171767392,107.80567949721403
273,31.97321866004757,27.994644725302408,67.41682953995202,108.15714749857173
274,31.985547112844717,28.10157893645603,67.66895177243302,108.5101664834049
275,31.997875565641863,28.121361561248335,67.8513500238719,108.9556501716135
276,32.020286474611744,28.184405457413476,68.07113424489818,109.24684717992966
277,32.11198826175774,28.220652236242522,68.22470516424754,109.6652636897556
278,32.15592694656577,28.239710795213835,68.41233072568498,110.14933888980295
279,32.247040737854164,28.24181785367018,68.48883107397339,110.4093070138592
280,32.360925520208454,28.243924912126527,68.69553697112308,110.75920422729561
281,32.373253973005596,28.246031970582873,68.76632705923441,111.07988012433604
282,32.43129361116978,28.285003750405014,68.97931553846968,111.55827263743065
283,32.49535610293163,28.32200733953699,69.13959604028386,111.99061392663103
284,32.53844565368273,28.324114397993338,69.34634124226872,112.39270421742322
285,32.593787838146106,28.424677060727724,69.44318851912992,112.76076469571657
286,32.606116290943255,28.42678411918407,69.56030787871417,113.178351903285
287,32.6184447437404,28.490563066767123,69.74257443961972,113.53516187316139
288,32.683979724518224,28.536864721324246,69.85333441950642,113.96614547215988
289,32.76992085402969,28.5755247810541,69.93011930256819,114.45933328469721
290,32.78224930682684,28.63493990803776,70.06552864258163,114.88378868195869
291,32.920109479205856,28.68418458448567,70.24185157814135,115.29742052192896
292,32.9751753020807,28.708751037755434,70.41497607040637,115.63174839971457
293,32.98750375487785,28.781329891427752,70.57506004551104,116.05934239927531
294,33.053127598432,28.875068724252806,70.7864522353199,116.45652416785815
295,33.06545605122915,28.904558699350435,70.96309209740153,116.88993230038054
296,33.0777845040263,29.003658565674776,71.11053168194147,117.26578605276734
297,33.092220015279786,29.058146393909272,71.20792350923656,117.61131543405119
298,33.14612862028689,29.126725641780286,71.31579965794111,117.910205375393
299,33.18021736956344,29.18190834303551,71.38227585766221,118.28598580135379
300,33.23349174462838,29.212669440989465,71.53866360532047,118.73475136836323
301,33.31436846593434,29.231727999960775,71.74627845736367,119.14671381192905
302,33.326696918731486,29.377407690733055,71.93021284016203,119.52968838449041
303,33.49631129891404,29.443848917013177,72.09009117976694,119.88150733183866
304,33.59645010896644,29.49264441861978,72.27760929026805,120.34412705445138
305,33.64245313713151,29.52608909997239,72.41751650191436,120.84784233170974
306,33.760046889689,29.555579075070018,72.52604930184783,121.18665245738286
307,33.78943091189457,29.63259417582219,72.65352862314347,121.5528560665206
308,33.89324102511732,29.647029687075683,72.73643358137986,122.07745758489932
309,33.99196048077625,29.79448884836706,72.95353904829787,122.51707568571335
310,34.10873317863873,29.890366914169967,73.1444334300791,122.8845985075217
311,34.13586433951109,29.924041489537892,73.51155332790833,123.19075157507919
312,34.14819279230823,29.981859863545345,73.80791471770296,123.5056802184362
313,34.16052124510538,30.058229522265243,73.96266277907777,123.84183725848295
314,34.18747628887595,30.09151500362541,74.06881867677063,124.27176312898507
315,34.1998047416731,30.178524460250816,74.1543003436021,124.6576338671213
316,34.26533972245092,30.234945540027883,74.32846674047515,125.0784667284184
317,34.27766817524807,30.29861020830827,74.61958601293055,125.47020469937245
318,34.343441803105115,30.397968138676134,74.80843628278093,125.80611254185919
319,34.43249705372933,30.47060147823161,74.92996652466331,126.29776500595206
320,34.552729546904885,30.472708536687957,75.08693152584593,126.6788211534788
321,34.68069990654385,30.538184863043256,75.3643593722939,127.07275861495359
322,34.713240080851634,30.65294413587599,75.53738997024176,127.515934256231
323,34.74876232882119,30.715290515785416,75.73980030240592,127.95237483630001
324,34.76898247436331,30.71739757424176,75.89412303095501,128.32635850728542
325,34.87482815597988,30.738553945130946,76.0287176984357,128.77168780505363
326,34.9618351071202,30.840616463914007,76.2084159214418,129.1949441319219
327,34.97416355991735,30.902962843823428,76.41044122712472,129.6676106505675
328,35.0187624251183,30.999974237803514,76.5327362262421,130.03803536626194
329,35.031090877915446,31.03846576084981,76.70527512921306,130.53776247724653
330,35.0937052400647,31.040572819306156,76.90905674553713,130.83181104323643
331,35.21225469292331,31.109915820723266,76.97872928665674,131.15685450415862
332,35.32799705615702,31.153385430595883,77.12240476181502,131.61999718744593
333,35.38423412206585,31.24053830989476,77.22948226491631,132.00491677635486
334,35.51942913874133,31.30129858870627,77.32954782933756,132.4924947339321
335,35.565133511274794,31.38721696280313,77.4683730626596,132.9919680908621
336,35.62273590879877,31.53851990789399,77.6304713222941,133.4636804710081
337,35.67324576906247,31.540626966350334,77.75039421096798,133.8688070402885
338,35.68557422185962,31.615799621685575,77.93362143398107,134.35458200024055
339,35.85181451155929,31.72861750518637,78.12829449526113,134.73661547910223
340,35.86414296435644,31.765531495415132,78.23537449067929,135.1527590757915
341,35.886470168354904,31.815012817130004,78.36718648010101,135.65662858478987
342,35.89879862115205,31.858926623128575,78.4782489659252,136.07773714474388
343,35.95791570283157,32.026340971764384,78.61978782420015,136.42291687487187
344,35.97024415562872,32.04077648301787,78.66799890033317,136.81482582544066
345,35.98257260842586,32.096178932231226,78.97892938346644,137.25086845927578
346,36.03036070144785,32.13487798270292,79.08244125918631,137.7286644677311
347,36.042689154245,32.17502079037441,79.13259809492283,138.23450917852614
348,36.28378070631654,32.29035214634617,79.3455476119918,138.55899488488697
349,36.29610915911369,32.38869020918446,79.57438160306359,138.88347816383134
350,36.36889681749743,32.39079726764081,79.67086448230121,139.2783883830613
351,36.44123582405733,32.435066882632796,79.73469314409412,139.6061835847551
352,36.58084213330907,32.478481090351025,79.78923251406445,140.04871491683386
353,36.65596571773182,32.48058814880737,79.95731833949935,140.41904975384716
354,36.668294170528966,32.48269520726372,80.06271203607595,140.84325957020874
355,36.806472183078085,32.63669371835341,80.22756739732029,141.1675004828171
356,36.850795655146314,32.63880077680976,80.36878145765758,141.4954118016495
357,36.86312410794346,32.71991839608768,80.55528667089644,141.87353428682553
358,36.942512820546355,32.722025454544024,80.76905634582938,142.3513072926043
359,37.01109083489513,32.7590099175007,80.8721361630223,142.89864347884333
360,37.151762803986045,32.8501594537489,81.12592813283715,143.4050095840866
361,37.24656890387323,32.97274881684827,81.23041462269093,143.80478302400266
362,37.27472737611859,32.97485587530461,81.40990681032261,144.23521370793634
363,37.30473139525169,32.989447265226985,81.46061812731635,144.6295065365312
364,37.44285899523517,33.11110448228422,81.62947793247848,145.00561484415002
365,37.48516145695035,33.16430376153985,81.88839690067162,145.4098490034184
366,37.4974899097475,33.27148081402624,82.10459650786329,145.80307235013217
367,37.53720127918593,33.31851755953339,82.35151835573569,146.19199285324493
368,37.58919254888828,33.320624617989736,82.39517139949713,146.64220883117133
369,37.60152100168543,33.372608739276686,82.54927716780529,147.02973957540416
370,37.613849454482576,33.37471579773303,82.70731979974978,147.5150635467859
371,37.70413946271814,33.5213135204207,82.83064102336363,147.9667225213539
372,37.74681824926542,33.568694523603874,82.93736372649147,148.32928064449132
373,37.94155872788178,33.69188616043741,83.1187639008057,148.66428821596918
374,37.953887180678926,33.747208995890496,83.27619103260507,149.0764960375926
375,37.999890208844,33.80796927470201,83.43467567458741,149.48368478292605
376,38.070106746309605,33.81007633315836,83.60195506456299,149.820060507254
377,38.16888664489433,33.91955884543486,83.74886867766138,150.14127394100268
378,38.28783095908699,33.9216659038912,83.91548742813815,150.58905329861358
379,38.32015075850138,34.037620372420164,84.06312266153337,151.02205806920225
380,38.354609120894764,34.13337772950838,84.20078975431078,151.54690332747444
381,38.366937573691914,34.22402919203414,84.43410355534411,151.84668424948313
382,38.379266026489056,34.226136250490484,84.5900911402384,152.0883952959253
383,38.45481993246307,34.22824330894683,84.68547737498847,152.56563945229075
384,38.55849912436112,34.33545436054048,84.7755645835659,153.05569969005631
385,38.67683550432629,34.33756141899683,84.96762168992346,153.4654673229856
386,38.73737923995397,34.33966847745317,85.0898613044865,153.72301646721434
387,38.77293576471986,34.420372786399575,85.34289459106421,154.15635165678964
388,38.89051800770537,34.50672895323051,85.53114416762239,154.55159036309473
389,38.902846460502516,34.5620517886836,85.59215837868706,154.9758967464361
390,38.95511312955962,34.60054331172989,85.70242423067056,155.403672585289
391,39.05453812884532,34.631140923674764,85.82553420680429,155.890727086898
392,39.06686658164247,34.69939295867835,85.99205496993292,156.1696110609171
393,39.11106117774325,34.75853893853718,86.14689231916044,156.6082935507033
394,39.123389630540395,34.79545292876594,86.24751612302963,156.96271964619046
395,39.135718083337544,34.90053571176681,86.43338052762036,157.4553887905007
396,39.17047666341634,35.00218947039335,86.59551770891615,157.82213618515786
397,39.24984236373895,35.00429652884969,86.69463597298542,158.203749309873
398,39.355731071991826,35.05635683732052,86.83714375106618,158.4626906330344
399,39.36805952478897,35.188435904366756,86.896134092198,158.90863281568642
400,39.42312534766382,35.1905429628231,86.9953921443177,159.28760832688596
401,39.43545380046096,35.20960152179442,87.11523052798478,159.68669388641982
402,39.457330876016684,35.250793209665396,87.20474987643831,160.23841191152684
403,39.507219516424726,35.32211871890715,87.36825069052352,160.62647786226836
404,39.519547969221875,35.371282430291124,87.45107898718203,160.99499656780102
405,39.53187642201902,35.46107685928845,87.54120066618319,161.2964170896842
406,39.54420487481617,35.53404007801754,87.66658759985368,161.61864840389794
